hours-per-week,age,capital-gain,capital-loss,workclass,education,education-num,marital-status,relationship,race,gender,native-country,income,occupation
50,41,0,1977,Private,Prof-school,15,Married-civ-spouse,Husband,White,Male,United-States,99999,Prof-specialty
19,21,0,0,Private,HS-grad,9,Never-married,Own-child,White,Female,United-States,3952,Other-service
50,52,0,0,Private,Some-college,10,Divorced,Not-in-family,White,Male,United-States,15624,Sales
40,31,0,0,Private,Some-college,10,Separated,Unmarried,Black,Female,United-States,14300,Tech-support
50,29,0,0,Private,Assoc-acdm,12,Married-civ-spouse,Wife,White,Female,United-States,44049,Exec-managerial
75,23,0,0,Private,HS-grad,9,Never-married,Own-child,Black,Male,United-States,22000,Exec-managerial
72,47,0,0,Local-gov,Some-college,10,Divorced,Not-in-family,White,Female,United-States,19500,Adm-clerical
40,24,0,0,Private,Some-college,10,Never-married,Not-in-family,Black,Male,United-States,29800,Transport-moving
12,69,9386,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,73319,Exec-managerial
45,50,0,0,Private,Bachelors,13,Divorced,Unmarried,White,Female,United-States,27435,Prof-specialty
10,19,0,0,Private,Some-college,10,Never-married,Own-child,White,Male,United-States,6098,Handlers-cleaners
40,31,0,0,Private,HS-grad,9,Divorced,Not-in-family,White,Female,United-States,15030,Adm-clerical
40,28,0,0,Private,Bachelors,13,Married-spouse-absent,Unmarried,Black,Female,United-States,9400,Tech-support
41,38,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,78000,Prof-specialty
30,58,0,0,Private,Some-college,10,Married-civ-spouse,Wife,White,Female,United-States,20550,Other-service
60,47,0,0,Private,Bachelors,13,Never-married,Not-in-family,Black,Male,United-States,92025,Sales
50,57,0,0,Private,HS-grad,9,Widowed,Unmarried,White,Male,United-States,21131,Transport-moving
40,41,0,0,State-gov,HS-grad,9,Divorced,Own-child,White,Male,United-States,20060,Prof-specialty
45,41,0,2415,Local-gov,Prof-school,15,Married-civ-spouse,Husband,White,Male,United-States,99999,Prof-specialty
15,18,0,0,Private,11th,7,Never-married,Own-child,White,Male,United-States,3696,Other-service
50,37,0,0,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,United-States,52434,Sales
40,45,0,0,Private,HS-grad,9,Divorced,Unmarried,White,Female,United-States,24977,Other-service
50,37,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,59400,Exec-managerial
88,27,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,42585,Prof-specialty
32,27,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Male,United-States,10700,Sales
48,46,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,80002,Craft-repair
38,44,0,0,Local-gov,Some-college,10,Married-civ-spouse,Wife,White,Female,United-States,72050,Exec-managerial
45,37,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,33000,Sales
60,38,0,0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Wife,White,Female,United-States,75400,Sales
40,53,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,99999,Prof-specialty
40,58,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,40269,Sales
40,35,0,0,Private,Some-college,10,Divorced,Unmarried,Black,Female,United-States,1200,Other-service
52,35,0,0,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,United-States,74150,Tech-support
40,32,0,0,Local-gov,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,54080,Craft-repair
30,53,0,0,Local-gov,HS-grad,9,Widowed,Not-in-family,White,Female,United-States,9050,Other-service
40,35,0,0,Private,9th,5,Never-married,Not-in-family,White,Female,United-States,21119,Exec-managerial
50,59,0,1977,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,98169,Exec-managerial
16,21,0,0,State-gov,Some-college,10,Never-married,Not-in-family,White,Female,United-States,3500,Other-service
12,38,0,0,?,9th,5,Never-married,Own-child,White,Female,United-States,2500,?
40,36,0,1741,Private,Bachelors,13,Divorced,Not-in-family,White,Male,United-States,33259,Exec-managerial
40,26,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,49020,Adm-clerical
40,31,0,0,State-gov,HS-grad,9,Divorced,Own-child,Other,Male,United-States,32000,Protective-serv
45,50,0,0,Private,HS-grad,9,Divorced,Not-in-family,White,Female,United-States,30500,Craft-repair
40,43,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,87038,Adm-clerical
45,60,0,0,Local-gov,Bachelors,13,Married-civ-spouse,Wife,White,Female,United-States,65926,Prof-specialty
40,53,0,0,Private,7th-8th,4,Married-civ-spouse,Husband,White,Male,United-States,21700,Craft-repair
45,51,0,0,Local-gov,Doctorate,16,Divorced,Not-in-family,White,Female,United-States,61144,Exec-managerial
40,25,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,23721,Exec-managerial
40,60,99999,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,99999,Exec-managerial
30,53,0,0,Private,HS-grad,9,Separated,Not-in-family,White,Male,United-States,33801,Transport-moving
10,50,0,0,Private,HS-grad,9,Married-spouse-absent,Unmarried,White,Female,United-States,5208,Exec-managerial
33,18,0,0,Private,HS-grad,9,Never-married,Own-child,White,Female,United-States,5800,Sales
40,33,0,0,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,United-States,18712,Prof-specialty
45,25,0,0,Private,Masters,14,Never-married,Not-in-family,White,Male,United-States,29800,Exec-managerial
40,54,0,0,Private,5th-6th,3,Married-civ-spouse,Husband,White,Male,United-States,50408,Transport-moving
24,73,0,0,Self-emp-not-inc,HS-grad,9,Widowed,Not-in-family,White,Male,United-States,1830,Craft-repair
70,48,3411,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,24611,Other-service
48,62,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,18033,Transport-moving
50,51,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,21964,Transport-moving
45,56,3103,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,56303,Transport-moving
40,37,0,0,Private,7th-8th,4,Married-civ-spouse,Wife,White,Female,United-States,40000,Prof-specialty
52,61,0,0,?,12th,8,Never-married,Not-in-family,Black,Male,United-States,12000,?
40,23,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,14000,Handlers-cleaners
45,24,2597,0,Private,Some-college,10,Never-married,Own-child,Black,Female,United-States,18597,Machine-op-inspct
30,20,0,0,Private,Some-college,10,Never-married,Own-child,White,Male,United-States,5403,Other-service
40,36,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,60885,Craft-repair
60,63,0,0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,44084,Exec-managerial
40,24,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,22300,Exec-managerial
35,28,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Male,United-States,26000,Exec-managerial
80,51,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,80970,Farming-fishing
40,42,0,0,Local-gov,7th-8th,4,Married-civ-spouse,Husband,White,Male,United-States,31002,Craft-repair
45,21,0,0,Private,HS-grad,9,Never-married,Unmarried,White,Male,United-States,19379,Handlers-cleaners
40,51,0,0,Private,Some-college,10,Married-civ-spouse,Wife,White,Female,United-States,99999,Exec-managerial
40,18,0,0,Private,Some-college,10,Never-married,Not-in-family,Amer-Indian-Eskimo,Male,United-States,16814,Other-service
45,29,3411,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,24431,Craft-repair
40,28,0,0,Private,Assoc-acdm,12,Never-married,Not-in-family,Black,Female,United-States,15000,Other-service
40,40,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,46651,Machine-op-inspct
45,31,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,53102,Exec-managerial
30,22,0,0,Private,10th,6,Never-married,Not-in-family,White,Male,United-States,6000,Craft-repair
53,29,0,0,?,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,23485,?
30,51,3103,0,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,United-States,55083,Sales
40,53,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,39792,Tech-support
50,52,7298,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,67898,Sales
40,59,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,12175,Other-service
40,44,0,0,Private,Some-college,10,Divorced,Unmarried,White,Female,United-States,36150,Adm-clerical
40,21,0,0,Private,11th,7,Never-married,Own-child,Black,Male,United-States,14572,Handlers-cleaners
48,33,0,2824,Private,Some-college,10,Divorced,Unmarried,White,Male,United-States,90176,Exec-managerial
60,24,4787,0,Private,Masters,14,Never-married,Own-child,White,Female,United-States,59888,Exec-managerial
40,27,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,21712,Exec-managerial
40,40,0,0,Local-gov,Masters,14,Never-married,Not-in-family,White,Female,United-States,32030,Prof-specialty
45,44,7298,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,73198,Prof-specialty
40,40,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,13400,Prof-specialty
75,47,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,99999,Craft-repair
40,30,0,0,Local-gov,Some-college,10,Divorced,Unmarried,White,Female,United-States,4006,Adm-clerical
40,53,0,0,Private,Bachelors,13,Divorced,Unmarried,White,Female,United-States,22700,Adm-clerical
40,47,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,33022,Exec-managerial
35,62,0,0,Private,9th,5,Widowed,Not-in-family,White,Female,United-States,7000,Machine-op-inspct
45,27,0,0,Private,HS-grad,9,Never-married,Other-relative,White,Male,United-States,40029,Sales
20,17,0,0,Private,11th,7,Never-married,Own-child,Black,Male,United-States,1600,Other-service
50,29,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,28080,Craft-repair
40,65,6723,0,Self-emp-inc,HS-grad,9,Divorced,Not-in-family,White,Female,United-States,31055,Sales
40,46,0,0,Private,Masters,14,Never-married,Not-in-family,White,Male,United-States,40860,Prof-specialty
30,37,0,0,?,HS-grad,9,Divorced,Not-in-family,White,Female,United-States,1600,?
65,39,2829,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,35718,Sales
25,19,0,0,?,HS-grad,9,Never-married,Own-child,White,Female,United-States,2641,?
40,18,0,0,Private,10th,6,Never-married,Unmarried,White,Male,United-States,25000,Craft-repair
40,33,4416,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,14416,Handlers-cleaners
40,58,0,0,State-gov,7th-8th,4,Married-civ-spouse,Husband,White,Male,United-States,28000,Transport-moving
45,59,0,0,Private,HS-grad,9,Divorced,Other-relative,White,Female,United-States,15000,Exec-managerial
55,47,0,0,Private,Some-college,10,Divorced,Own-child,White,Male,United-States,15475,Sales
75,37,0,0,Private,HS-grad,9,Divorced,Unmarried,White,Male,United-States,23013,Sales
40,20,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,29130,Craft-repair
50,45,0,0,Private,Doctorate,16,Married-civ-spouse,Husband,White,Male,United-States,87800,Prof-specialty
40,46,0,0,Federal-gov,HS-grad,9,Never-married,Not-in-family,White,Male,United-States,40109,Handlers-cleaners
40,32,0,0,Private,11th,7,Married-civ-spouse,Wife,White,Female,United-States,17684,Machine-op-inspct
40,40,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,30267,Craft-repair
40,59,0,0,Local-gov,Prof-school,15,Married-civ-spouse,Husband,White,Male,United-States,61306,Exec-managerial
40,45,0,0,Local-gov,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,68200,Exec-managerial
50,43,0,0,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,United-States,51080,Craft-repair
25,80,0,0,Self-emp-not-inc,11th,7,Married-civ-spouse,Husband,White,Male,United-States,4147,Exec-managerial
50,36,0,0,Private,Assoc-acdm,12,Married-civ-spouse,Husband,Black,Male,United-States,25020,Machine-op-inspct
40,55,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,14900,Craft-repair
40,39,0,0,Private,11th,7,Divorced,Other-relative,White,Female,United-States,10400,Sales
20,22,0,0,Private,Some-college,10,Never-married,Own-child,White,Male,United-States,4120,Sales
50,30,0,0,Private,Some-college,10,Divorced,Not-in-family,White,Male,United-States,33050,Handlers-cleaners
40,41,0,1902,Private,Some-college,10,Married-civ-spouse,Wife,White,Female,United-States,73200,Exec-managerial
56,33,0,0,Local-gov,Assoc-acdm,12,Divorced,Not-in-family,White,Male,United-States,34100,Protective-serv
37,28,0,0,Private,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,United-States,60550,Sales
40,30,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,60250,Tech-support
55,57,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,40546,Machine-op-inspct
40,51,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,38000,Handlers-cleaners
30,29,0,0,Private,HS-grad,9,Married-spouse-absent,Own-child,White,Male,United-States,5366,Transport-moving
45,39,0,0,Private,HS-grad,9,Divorced,Not-in-family,White,Male,United-States,35000,Exec-managerial
50,34,0,0,Private,HS-grad,9,Divorced,Not-in-family,White,Male,United-States,20669,Transport-moving
48,25,2597,0,Private,Some-college,10,Never-married,Not-in-family,White,Male,United-States,17694,Other-service
37,54,0,0,Private,Some-college,10,Divorced,Not-in-family,White,Female,United-States,13200,Adm-clerical
40,21,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,18354,Adm-clerical
50,31,0,0,Private,HS-grad,9,Divorced,Own-child,White,Male,United-States,27500,Craft-repair
75,32,0,0,State-gov,Prof-school,15,Married-civ-spouse,Husband,White,Male,United-States,65129,Prof-specialty
40,36,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,17127,Exec-managerial
60,62,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,54126,Adm-clerical
40,37,0,0,State-gov,Some-college,10,Widowed,Unmarried,White,Female,United-States,18000,Transport-moving
50,44,0,0,Private,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,97100,Sales
40,62,0,0,Local-gov,Some-college,10,Divorced,Not-in-family,Amer-Indian-Eskimo,Male,United-States,11001,Prof-specialty
40,35,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,41100,Machine-op-inspct
30,27,0,0,Private,10th,6,Married-civ-spouse,Wife,Black,Female,United-States,3328,Other-service
35,19,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Male,United-States,2700,Other-service
45,55,0,0,Self-emp-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,33280,Exec-managerial
40,20,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,10000,Transport-moving
40,28,0,0,Private,HS-grad,9,Never-married,Not-in-family,Black,Female,United-States,36000,Adm-clerical
50,27,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,54446,Prof-specialty
40,36,0,0,Federal-gov,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,67932,Prof-specialty
12,63,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,22271,Other-service
40,33,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,43027,Craft-repair
10,19,0,0,State-gov,Some-college,10,Never-married,Own-child,White,Male,United-States,2301,Prof-specialty
60,62,0,2415,Self-emp-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,99999,Farming-fishing
80,38,0,0,Self-emp-inc,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,75800,Exec-managerial
50,55,0,0,Private,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,82136,Sales
47,38,0,0,Local-gov,Some-college,10,Widowed,Not-in-family,Black,Female,United-States,12000,Transport-moving
7,33,0,0,Self-emp-not-inc,11th,7,Divorced,Not-in-family,White,Male,United-States,12000,Handlers-cleaners
45,37,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,35824,Craft-repair
50,44,15024,0,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,United-States,99999,Prof-specialty
40,42,0,0,Private,Some-college,10,Never-married,Unmarried,Black,Female,United-States,22000,Transport-moving
40,44,0,0,Private,Assoc-voc,11,Married-civ-spouse,Husband,Black,Male,United-States,44001,Handlers-cleaners
40,37,27828,0,Self-emp-not-inc,HS-grad,9,Divorced,Not-in-family,White,Male,United-States,99999,Farming-fishing
45,52,0,0,Self-emp-not-inc,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,42034,Farming-fishing
60,34,0,0,Local-gov,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,38132,Prof-specialty
50,43,0,0,State-gov,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,35267,Prof-specialty
40,19,0,0,Private,Some-college,10,Never-married,Own-child,White,Female,United-States,8000,Exec-managerial
45,27,0,0,Private,HS-grad,9,Divorced,Unmarried,White,Female,United-States,13850,Adm-clerical
